LISTA,CANDIDATO
PARTITO COMUNISTA MARCO RIZZO,MONICA SIGISMONDI
PARTITO COMUNISTA MARCO RIZZO,LIZ GIULIANA ARCE ORTIZ
PARTITO COMUNISTA MARCO RIZZO,GENNARO CICALA
PARTITO COMUNISTA MARCO RIZZO,FULVIO CILENTO
PARTITO COMUNISTA MARCO RIZZO,VITTORIO CLEMENTI
PARTITO COMUNISTA MARCO RIZZO,VLADIMIRO D'ANGELO
PARTITO COMUNISTA MARCO RIZZO,PASQUALE FRANZESE
PARTITO COMUNISTA MARCO RIZZO,MASSIMO GODDI
PARTITO COMUNISTA MARCO RIZZO,CATIA JACHETTI
PARTITO COMUNISTA MARCO RIZZO,MASSIMILIANO LEONELLI
PARTITO COMUNISTA MARCO RIZZO,VALERIO MARTINI
PARTITO COMUNISTA MARCO RIZZO,LOREDANA MASSARO
PARTITO COMUNISTA MARCO RIZZO,DANIELE MAZZENGA
PARTITO COMUNISTA MARCO RIZZO,GABRIELLA MAZZULLO
PARTITO COMUNISTA MARCO RIZZO,DAVIDE PARISI
PARTITO COMUNISTA MARCO RIZZO,CLAUDIO PELLEGRINI
PARTITO COMUNISTA MARCO RIZZO,DONATELLA PROIETTI
PARTITO COMUNISTA MARCO RIZZO,DORIANA VALLI
PARTITO COMUNISTA MARCO RIZZO,BRUNO ZANNI
CALENDA SINDACO,MARIA CRISTINA CADOLINI
CALENDA SINDACO,PATRIZIA DI CARLO
CALENDA SINDACO,SUSANNA BELLI
CALENDA SINDACO,CECILIA BERSANI
CALENDA SINDACO,ALESSANDRO BONACCI
CALENDA SINDACO,DAVIDE DELLI QUADRI
CALENDA SINDACO,GIORGIO PIO DI RUSCIO
CALENDA SINDACO,VITTORIO D'ORSI
CALENDA SINDACO,MARIA SUSANNA GARRONI
CALENDA SINDACO,ALBERTO GHILARDI
CALENDA SINDACO,MASSIMILIANO GIOACCHINI
CALENDA SINDACO,ANGELA LUCA
CALENDA SINDACO,ALESSANDRO MANNA
CALENDA SINDACO,VIVIANA OLIVADESE
CALENDA SINDACO,FRANCESCO PREZIOSO
CALENDA SINDACO,ENRICO RONCONI
CALENDA SINDACO,Marija SERGIEVSKAIA
CALENDA SINDACO,DIANA SEVERATI
CALENDA SINDACO,FEDERICA SPAGNOLETTI
CALENDA SINDACO,EVA TROIANI
CALENDA SINDACO,ANNAMARIA VICARETTI
CALENDA SINDACO,FABIO VITTORINI
CALENDA SINDACO,FRANCA ZAPPACOSTA
CALENDA SINDACO,CARLO ZAUPA
REVOLUZIONE CIVICA,FABRIZIO FRATTALI
REVOLUZIONE CIVICA,FRANCESCO CAPPELLA
REVOLUZIONE CIVICA,ALESSANDRO DAVOLI
REVOLUZIONE CIVICA,MARCO DI MICO
REVOLUZIONE CIVICA,ALESSANDRA MANCINI
REVOLUZIONE CIVICA,VALERIA VELATI
REVOLUZIONE CIVICA,GIANLUCA MONTI
REVOLUZIONE CIVICA,LIDIA MERLO
REVOLUZIONE CIVICA,MARINA CICCACCI
REVOLUZIONE CIVICA,MATTEO CAMPEGIANI
REVOLUZIONE CIVICA,MARCELLO BELLINI
REVOLUZIONE CIVICA,GIANCARLO BEI
REVOLUZIONE CIVICA,ELISA PILATO
REVOLUZIONE CIVICA,CLAUDIO MELINI
REVOLUZIONE CIVICA,ALESSANDRA MASSA
REVOLUZIONE CIVICA,GABRIELLA SPINUCCI
REVOLUZIONE CIVICA,ALDO LANZA
RICONQUISTARE L'ITALIA,ANDREA SCOTTO
RICONQUISTARE L'ITALIA,GILBERTO TROMBETTA
RICONQUISTARE L'ITALIA,MARCO GUIDI
RICONQUISTARE L'ITALIA,SERGIO LAGO
RICONQUISTARE L'ITALIA,ALESSANDRA CONTIGIANI
RICONQUISTARE L'ITALIA,MATTEO D'AMMORA
RICONQUISTARE L'ITALIA,STELLA GEMOTTINE WESTER
RICONQUISTARE L'ITALIA,CATERINA PALMERI
RICONQUISTARE L'ITALIA,MIRKO MASTRONARDI
RICONQUISTARE L'ITALIA,ROBERTA DAMIANI
RICONQUISTARE L'ITALIA,ALESSIO ABEI
RICONQUISTARE L'ITALIA,MAURIZIO DAMIANI
RICONQUISTARE L'ITALIA,ALESSANDRO ABEI
RICONQUISTARE L'ITALIA,EMILIANO ALFEDI
RICONQUISTARE L'ITALIA,SIMONE CHECCHI
RICONQUISTARE L'ITALIA,FLAMINIA DE PINTO
RICONQUISTARE L'ITALIA,MARIA ROSARIA TEDESCHI
RICONQUISTARE L'ITALIA,LUCA PACIOTTI
RICONQUISTARE L'ITALIA,CECILIA CLEMENTI
RICONQUISTARE L'ITALIA,ERMELINDA LEO
RICONQUISTARE L'ITALIA,PAOLO LUCIO FANELLI
MOVIMENTO STORICO ROMANO LISTA NERONE,CLAUDIO ANGELINI
MOVIMENTO STORICO ROMANO LISTA NERONE,MARIATERESA BIFULCO
MOVIMENTO STORICO ROMANO LISTA NERONE,BARBARA KATARZYNA BODNAR
MOVIMENTO STORICO ROMANO LISTA NERONE,GIANCARLO CARLONE
MOVIMENTO STORICO ROMANO LISTA NERONE,PIERLUIGI MARIA CARTONI
MOVIMENTO STORICO ROMANO LISTA NERONE,STEFANO CASINI
MOVIMENTO STORICO ROMANO LISTA NERONE,CARMELO CATANZARO
MOVIMENTO STORICO ROMANO LISTA NERONE,GABRIELE CIPRIANI
MOVIMENTO STORICO ROMANO LISTA NERONE,ANGELA CREA
MOVIMENTO STORICO ROMANO LISTA NERONE,MICHELE FORGIONE
MOVIMENTO STORICO ROMANO LISTA NERONE,MARIA RITA LEONARDI
MOVIMENTO STORICO ROMANO LISTA NERONE,VERENA LUTHI
MOVIMENTO STORICO ROMANO LISTA NERONE,FLUTURA MALOKU
MOVIMENTO STORICO ROMANO LISTA NERONE,TOSHKA MARINOVA MARINOVA
MOVIMENTO STORICO ROMANO LISTA NERONE,FABIO SANTINI
MOVIMENTO STORICO ROMANO LISTA NERONE,MARCO NARDELLA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,HASSAN BASSI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MARCO PAPI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ANTONELLA MASSIMO ESPOSITO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,FILIPPO MAROLLA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PAOLO GUIDO LUIGI MENICHETTI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,SILVIA BARISANO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,FRANCESCO PETTINI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,DANIELA BRANDI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ALESSANDRO GIOVANNETTI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,LETIZIA MASCIA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GIULIO SPAZIANI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,FEDERICA PROIETTI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,LUCA BOCCOLI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ELENA VOCI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,CLAUDIO STRINA APPOLLONI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ANDREA LIEDL
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,FRANCESCA TURCHI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FRANCESCA PORCARI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MAURO ASTUTO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,IRENE ALTERIO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,LINO BORDIN
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,PAMELA CECCARELLI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MASSIMO CARDONE
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ALESSIA LECCESE
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,DAVIDE DE LUCA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ELENA PAPARELLA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,LORENZO GASPARRINI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FLAVIA TUCCI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MATTEO LUPPINO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ANNA VENTRELLA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ROBERTO MAMMARO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SABRINA ZUNNUI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FABRIZIO MENCARONI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,PASQUALE PESCE
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,LUCA SCORSONELLI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MICHELE TANTILLO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MICHELE ZACCONE
SINISTRA CIVICA ECOLOGISTA,SUSANNA CROSTELLA
SINISTRA CIVICA ECOLOGISTA,FABIO MAGRINI
SINISTRA CIVICA ECOLOGISTA,FAUSTA NATELLA
SINISTRA CIVICA ECOLOGISTA,ITALO ALLEGRINI
SINISTRA CIVICA ECOLOGISTA,TERESA BISIGNANI
SINISTRA CIVICA ECOLOGISTA,MATTEO BUONGARZONI
SINISTRA CIVICA ECOLOGISTA,MARILISA CALO'
SINISTRA CIVICA ECOLOGISTA,ANDREA COSTA
SINISTRA CIVICA ECOLOGISTA,ALESSANDRO ROLANDO DE TONI
SINISTRA CIVICA ECOLOGISTA,ELIANA IOCCHI GRATTA
SINISTRA CIVICA ECOLOGISTA,MICHELE LACAVA
SINISTRA CIVICA ECOLOGISTA,GISELA MAGGI
SINISTRA CIVICA ECOLOGISTA,SANDRA MARTELLA
SINISTRA CIVICA ECOLOGISTA,ALESSANDRA MARTINELLI
SINISTRA CIVICA ECOLOGISTA,CRISTINA MATTIELLO
SINISTRA CIVICA ECOLOGISTA,SALVATORE PANICO
SINISTRA CIVICA ECOLOGISTA,MARIO PORCARELLI
SINISTRA CIVICA ECOLOGISTA,SOLANGE MARIE JOANNE SAVOI
SINISTRA CIVICA ECOLOGISTA,ISABELLA TEMPERELLI
SINISTRA CIVICA ECOLOGISTA,LUCA TOMASSINI
SINISTRA CIVICA ECOLOGISTA,FRANCESCA VERBICARO
PD PARTITO DEMOCRATICO,AUGUSTO ROSSI
PD PARTITO DEMOCRATICO,ALESSIA SALMONI
PD PARTITO DEMOCRATICO,ALESSANDRO CALOGERO ALONGI
PD PARTITO DEMOCRATICO,FLAVIA BALESTRIERI
PD PARTITO DEMOCRATICO,ANTONIO STEFANO CARIDI
PD PARTITO DEMOCRATICO,CLARISSA CECI
PD PARTITO DEMOCRATICO,SANDRA CERCHI
PD PARTITO DEMOCRATICO,ISABELLA COGNATTI
PD PARTITO DEMOCRATICO,CRISTIAN CUSELLA
PD PARTITO DEMOCRATICO,FRANCESCO DI CARLO
PD PARTITO DEMOCRATICO,LAURA DI DOMENICO
PD PARTITO DEMOCRATICO,GIULIO DI RIENZO
PD PARTITO DEMOCRATICO,CONCETTA FABRIZI
PD PARTITO DEMOCRATICO,LUCIA FIORILLO
PD PARTITO DEMOCRATICO,FRANCESCO GERACI
PD PARTITO DEMOCRATICO,RENATO MIDIRI
PD PARTITO DEMOCRATICO,EMANUELA PACIUCCI
PD PARTITO DEMOCRATICO,CLAUDIO PIOMBO
PD PARTITO DEMOCRATICO,CONSTANTIN POPA
PD PARTITO DEMOCRATICO,THRESIAMMA PUTHOOR
PD PARTITO DEMOCRATICO,MARIO SALA
PD PARTITO DEMOCRATICO,SILVIA TOMASSETTI
PD PARTITO DEMOCRATICO,DANIELE TRICARICO
PD PARTITO DEMOCRATICO,DEBORA VALENTINI
LISTA CIVICA GUALTIERI SINDACO,MARIA STELLA SQUILLACE
LISTA CIVICA GUALTIERI SINDACO,SIMONE COLAFRANCESCHI
LISTA CIVICA GUALTIERI SINDACO,FABRIZIO BELLOMO
LISTA CIVICA GUALTIERI SINDACO,FRANCESCA BELPERIO
LISTA CIVICA GUALTIERI SINDACO,MAURIZIO BONADIES
LISTA CIVICA GUALTIERI SINDACO,ROBERTA BRIOTTI
LISTA CIVICA GUALTIERI SINDACO,LAURA CASERTA
LISTA CIVICA GUALTIERI SINDACO,LUCIANO CAVALLI
LISTA CIVICA GUALTIERI SINDACO,LUCA CHIESI
LISTA CIVICA GUALTIERI SINDACO,GIANNA COSTANTINI
LISTA CIVICA GUALTIERI SINDACO,LAURA D'ALESSIO
LISTA CIVICA GUALTIERI SINDACO,DANIELA D'ORAZIO
LISTA CIVICA GUALTIERI SINDACO,VALERIO DEL POPOLO
LISTA CIVICA GUALTIERI SINDACO,DAVIDE FEDERICI
LISTA CIVICA GUALTIERI SINDACO,EMILIANO GIOVAGNORIO
LISTA CIVICA GUALTIERI SINDACO,FLAVIO QUAGLIERO
LISTA CIVICA GUALTIERI SINDACO,SIMONE SAGNOTTI
LISTA CIVICA GUALTIERI SINDACO,SIMONETTA TROMBETTA
LISTA CIVICA GUALTIERI SINDACO,ARIANNA UGOLINI
DEMOS DEMOCRAZIA SOLIDALE,MARCO DONATI
DEMOS DEMOCRAZIA SOLIDALE,ARMANDO ALVITI
DEMOS DEMOCRAZIA SOLIDALE,FILIPPO BACCHETTI
DEMOS DEMOCRAZIA SOLIDALE,BARBARA BASSETTI
DEMOS DEMOCRAZIA SOLIDALE,MICHELE BONONI
DEMOS DEMOCRAZIA SOLIDALE,VINCENZO CORIA
DEMOS DEMOCRAZIA SOLIDALE,DOMENICO FERRELI
DEMOS DEMOCRAZIA SOLIDALE,ERIKA GAMBERALE
DEMOS DEMOCRAZIA SOLIDALE,MONICA GARATTONI
DEMOS DEMOCRAZIA SOLIDALE,GERMANO GIOVAGNORIO
DEMOS DEMOCRAZIA SOLIDALE,DARIO LAURENZI
DEMOS DEMOCRAZIA SOLIDALE,FABIO LIBERATORI
DEMOS DEMOCRAZIA SOLIDALE,SIMONA MANGANARO
DEMOS DEMOCRAZIA SOLIDALE,SILVIA MAURO
DEMOS DEMOCRAZIA SOLIDALE,SILVIA MINELLI
DEMOS DEMOCRAZIA SOLIDALE,SILVANA ROSA PESCOSOLIDO
DEMOS DEMOCRAZIA SOLIDALE,FLAVIO PIZZA
DEMOS DEMOCRAZIA SOLIDALE,GIAN MATTEO SABATINO
DEMOS DEMOCRAZIA SOLIDALE,LAILA SHAH
DEMOS DEMOCRAZIA SOLIDALE,SILVIA SILVESTRI
DEMOS DEMOCRAZIA SOLIDALE,ANTARES MORENO VALENTI
DEMOS DEMOCRAZIA SOLIDALE,FRANCESCO VENEZIANO
DEMOS DEMOCRAZIA SOLIDALE,ANNA MARIA ZIELLA
DEMOS DEMOCRAZIA SOLIDALE,FRANCESCA ZIZZA
LEGA SALVINI PREMIER,GIOVANNI PICONE
LEGA SALVINI PREMIER,VALERIA CAMPANA
LEGA SALVINI PREMIER,LUCIA BELLISTRI
LEGA SALVINI PREMIER,ANDREA CAPPOTTO
LEGA SALVINI PREMIER,MARIA CRISTINA CECCARELLI
LEGA SALVINI PREMIER,WALTER CILLAROTO
LEGA SALVINI PREMIER,AMLETO CORTESE
LEGA SALVINI PREMIER,LUIGI D'AMORE
LEGA SALVINI PREMIER,MASSIMO DEL ROSSI
LEGA SALVINI PREMIER,CRISTINA FLATI
LEGA SALVINI PREMIER,SIMONA GUIDOBALDI
LEGA SALVINI PREMIER,FABRIZIO INTINO
LEGA SALVINI PREMIER,MAILA LAMPISTI
LEGA SALVINI PREMIER,LORENZO MAULICINO
LEGA SALVINI PREMIER,ALESSANDRO RAFFAELE ETTORE MESSINA
LEGA SALVINI PREMIER,VALENTINA OLIVIERI
LEGA SALVINI PREMIER,MONICA ORTENZI
LEGA SALVINI PREMIER,CHRISTIAN PETRECCHIA
LEGA SALVINI PREMIER,MARCO POZZUOLI
LEGA SALVINI PREMIER,LUCA SALVONI
LEGA SALVINI PREMIER,ERNESTA TARQUINI
LEGA SALVINI PREMIER,ALEXANDRA VENANZI
LEGA SALVINI PREMIER,CLAUDIO VENTURA
LEGA SALVINI PREMIER,WLADYMIRO WYSOCKI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ROBERTO ALTIERI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,DARIO BARONI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MARCO BARRACCA
